movie_id,title,rating,meta_score,year,revenue,director_id
1534,blended,6.5,31.0,2014,127994610,259.0
1535,real steel,7.1,56.0,2011,299268508,797.0
1536,red rocket,7.1,76.0,2021,2200000,783.0
1537,the incredible hulk,6.6,61.0,2008,163712074,519.0
1538,to kill a mockingbird,8.3,88.0,1962,13129846,733.0
1539,anna karenina,6.6,63.0,2012,68929150,404.0
1540,moneyball,7.6,87.0,2011,110206216,80.0
1541,incredibles 2,7.6,80.0,2018,1242805359,99.0
1542,bedazzled,6.1,49.0,2000,90383208,320.0
1543,captain america the winter soldier,7.8,70.0,2014,714766572,
1544,dallas buyers club,7.9,77.0,2013,55736588,372.0
1545,insomnia,7.2,78.0,2002,113714830,154.0
1546,munich,7.5,74.0,2005,130982129,829.0
1547,funny games,6.5,44.0,2007,7938872,583.0
1548,inferno,6.2,42.0,2016,220021259,751.0
1549,the chronicles of narnia the voyage of the dawn treader,6.3,53.0,2010,415686217,571.0
1550,the aviator,7.5,77.0,2004,213700000,548.0
1551,super mario bros.,4.1,35.0,1993,20915465,
1552,terminator genisys,6.3,38.0,2015,440603537,17.0
1553,self reliance,,65.0,2023,0,339.0
1554,grown ups 2,5.4,19.0,2013,247022278,216.0
1555,"me, myself & irene",6.6,49.0,2000,149270999,
1556,palm springs,7.4,83.0,2020,164000,564.0
1557,pieces of a woman,7.0,66.0,2020,0,496.0
1558,sweet home alabama,6.2,45.0,2002,180622424,49.0
1559,big hero 6,7.8,74.0,2014,657827828,
1560,instant family,7.3,57.0,2018,120989656,782.0
1561,living,7.2,81.0,2022,6999027,640.0
1562,bad boys,6.8,41.0,1995,141407024,573.0
1563,the tragedy of macbeth,7.1,87.0,2021,176248,405.0
1564,joy,6.6,56.0,2015,101134059,205.0
1565,spy,7.0,75.0,2015,235666219,655.0
1566,the land before time,7.4,66.0,1988,84460846,222.0
1567,signs,6.8,59.0,2002,408247917,525.0
1568,an american werewolf in london,7.5,55.0,1981,31973249,425.0
1569,war dogs,7.1,57.0,2016,86234523,865.0
1570,fifty shades darker,4.6,33.0,2017,378827494,346.0
1571,contact,7.5,62.0,1997,171120329,740.0
1572,frozen,6.2,43.0,2010,1274219009,6.0
1573,in the heart of the sea,6.9,47.0,2015,93920758,751.0
1574,dark city,7.6,66.0,1998,27200316,26.0
1575,life of brian,8.0,77.0,1979,20745728,845.0
1576,raya and the last dragon,7.3,74.0,2021,130423032,
1577,dogman,6.7,37.0,2023,5080147,521.0
1578,the lost daughter,6.7,86.0,2021,14521,528.0
1579,elysium,6.6,61.0,2013,286140700,620.0
1580,6 underground,6.1,41.0,2019,0,573.0
1581,finch,6.9,57.0,2021,0,597.0
1582,killing them softly,6.2,64.0,2012,37930465,37.0
1583,the twilight saga new moon,4.8,44.0,2009,709827462,146.0
1584,who framed roger rabbit,7.7,83.0,1988,329803958,740.0
1585,the hitchhikers guide to the galaxy,6.7,63.0,2005,104478416,272.0
1586,corpse bride,7.4,83.0,2005,118133252,
1587,king arthur,6.3,46.0,2004,203567857,59.0
1588,forgetting sarah marshall,7.1,67.0,2008,105173115,625.0
1589,the blair witch project,6.5,81.0,1999,248639099,
1590,willow,7.2,47.0,1988,57269863,751.0
1591,ben-hur,8.1,90.0,1959,164000000,906.0
1592,zombieland double tap,6.7,55.0,2019,122801777,755.0
1593,fast & furious presents hobbs & shaw,6.5,60.0,2019,760098996,198.0
1594,the wrath of becky,6.1,51.0,2023,0,
1595,cloverfield,7.0,64.0,2008,170764026,556.0
1596,spencer,6.6,76.0,2021,14000000,648.0
1597,vice,7.2,61.0,2018,76073488,7.0
1598,the wedding singer,6.9,59.0,1998,123306987,259.0
1599,resident evil,6.6,33.0,2002,102984862,664.0
1600,pixels,5.6,27.0,2015,244874809,140.0
1601,into the woods,5.9,69.0,2014,212902372,721.0
1602,i see you,6.8,65.0,2019,0,8.0
1603,28 weeks later,6.9,78.0,2007,65048678,468.0
1604,halloween,7.7,87.0,1978,70274000,414.0
1605,behind enemy lines,6.4,49.0,2001,91753202,432.0
1606,spy game,7.1,63.0,2001,143049560,882.0
1607,the toxic avenger,5.9,66.0,2023,800000,526.0
1608,now you see me 2,6.4,46.0,2016,334901337,443.0
1609,megamind,7.3,63.0,2010,321885765,873.0
1610,moon,7.8,67.0,2009,9760104,228.0
1611,the golden compass,6.1,51.0,2007,372234864,146.0
1612,the professor and the madman,7.2,27.0,2019,4957273,251.0
1613,deepwater horizon,7.1,68.0,2016,121790373,671.0
1614,percy jackson sea of monsters,5.7,39.0,2013,199850315,854.0
1615,back to the future part ii,7.8,57.0,1989,332000000,740.0
1616,lord of misrule,5.3,52.0,2023,0,902.0
1617,fatal attraction,6.9,67.0,1987,320145693,12.0
1618,300 rise of an empire,6.2,48.0,2014,337580051,636.0
1619,pretty baby,6.5,66.0,1978,5786368,520.0
1620,demolition man,6.7,34.0,1993,58055768,533.0
1621,oceans twelve,6.5,58.0,2004,362744280,828.0
1622,teen wolf the movie,5.5,51.0,2023,0,759.0
1623,roald dahls matilda the musical,7.0,72.0,2022,35602350,562.0
1624,bruce almighty,6.8,46.0,2003,484592874,874.0
1625,lawless,7.2,58.0,2012,53676580,420.0
1626,a walk to remember,7.3,35.0,2002,47494916,9.0
1627,couples retreat,5.5,23.0,2009,171844840,672.0
1628,kazaam,3.1,24.0,1996,18937262,660.0
1629,the great escaper,7.0,67.0,2023,0,641.0
1630,hotel transylvania,7.0,47.0,2012,358375603,281.0
1631,marry me,6.1,51.0,2022,44000000,477.0
1632,diamonds are forever,6.5,59.0,1971,116019547,312.0
1633,life of pi,7.9,79.0,2012,609016565,51.0
1634,red dragon,7.2,60.0,2002,209196298,107.0
1635,oceans thirteen,6.9,62.0,2007,311312624,828.0
1636,pet sematary bloodlines,4.6,31.0,2023,0,516.0
1637,project x,6.7,46.0,2012,102731865,632.0
1638,sound of metal,7.7,82.0,2019,516520,183.0
1639,conan the barbarian,5.1,36.0,2011,79114085,534.0
1640,the whole nine yards,6.7,47.0,2000,106371651,454.0
1641,epic movie,2.4,17.0,2007,86865564,
1642,tarzan,7.3,79.0,1999,448191819,139.0
1643,maleficent,6.9,56.0,2014,758539785,737.0
1644,mr. nobody,7.7,63.0,2009,2331721,338.0
1645,a fish called wanda,7.5,80.0,1988,62493712,
1646,hackers,6.2,46.0,1995,7563728,330.0
1647,mortal engines,6.1,44.0,2018,83869818,149.0
1648,the long riders,6.9,68.0,1980,15795189,896.0
1649,golda,5.9,48.0,2023,5000000,313.0
1650,the great wall,5.9,42.0,2016,331957105,911.0
1651,breakfast at tiffanys,7.6,76.0,1961,9500000,91.0
1652,wild at heart,7.2,52.0,1990,14560247,199.0
1653,spartacus,7.9,87.0,1960,60000000,
1654,christmas with you,5.6,39.0,2022,0,267.0
1655,burn after reading,7.0,63.0,2008,163720069,
1656,close encounters of the third kind,7.6,90.0,1977,306889114,829.0
1657,hellraiser,6.9,56.0,1987,14575193,162.0
1658,the lego movie,7.7,83.0,2014,469160692,
1659,bad moms,6.2,60.0,2016,183936074,
1660,atlantis the lost empire,6.9,52.0,2001,186053725,
1661,brave,7.1,69.0,2012,538983207,
1662,emma.,6.7,71.0,2020,25155355,68.0
1663,sanctuary,6.3,67.0,2022,0,916.0
1664,sin city a dame to kill for,6.5,46.0,2014,39407616,
1665,rudy,7.5,71.0,1993,22750363,186.0
1666,the great escape,8.2,86.0,1963,11744471,436.0
1667,how to train your dragon the hidden world,7.4,71.0,2019,524580592,211.0
1668,poltergeist,7.3,79.0,1982,122200000,862.0
1669,ted 2,6.3,48.0,2015,215863606,792.0
1670,don jon,6.5,66.0,2013,0,458.0
1671,women talking,6.9,78.0,2022,7589419,772.0
1672,jungle cruise,6.6,50.0,2021,220889446,368.0
1673,naked lunch,6.9,67.0,1991,2641357,189.0
1674,a simple favor,6.8,67.0,2018,97644617,655.0
1675,robots,6.4,64.0,2005,262511490,
1676,norbit,4.2,27.0,2007,159313561,113.0
1677,jarhead,7.0,58.0,2005,97076152,767.0
1678,hellboy,6.8,72.0,2004,99318987,310.0
1679,the twilight saga breaking dawn - part 1,4.9,45.0,2011,712171856,86.0
1680,taken 3,6.0,26.0,2014,325771424,645.0
1681,layer cake,7.3,73.0,2004,11850214,561.0
1682,jupiter ascending,5.3,40.0,2015,183987723,
1683,yesterday,6.8,55.0,2019,88092097,180.0
1684,dont breathe,7.1,71.0,2016,159047649,252.0
1685,charade,7.9,83.0,1963,13475000,809.0
1686,big george foreman,6.6,45.0,2023,3800000,292.0
1687,pokémon detective pikachu,6.5,53.0,2019,449762638,720.0
1688,oldboy,5.8,49.0,2013,15194593,808.0
1689,real genius,6.9,71.0,1985,12952019,544.0
1690,bonnie and clyde,7.7,86.0,1967,50700000,67.0
1691,the royal tenenbaums,7.6,76.0,2001,71441250,898.0
1692,you hurt my feelings,6.6,80.0,2023,5000000,630.0
1693,the man with the golden gun,6.7,43.0,1974,97572000,312.0
1694,9,7.0,60.0,2009,48428063,794.0
1695,the birdcage,7.2,72.0,1996,185260553,604.0
1696,luca,7.4,71.0,2021,49750471,242.0
1697,magic mike,6.1,72.0,2012,167221571,828.0
1698,it lives inside,5.2,50.0,2023,0,90.0
1699,the prophecy,6.4,44.0,1995,16115878,307.0
1700,hellraiser,5.9,55.0,2022,14575193,188.0
1701,independence day resurgence,5.2,32.0,2016,389681935,748.0
1702,big daddy,6.4,41.0,1999,234801895,216.0
1703,walk the line,7.8,72.0,2005,186797986,351.0
1704,the fault in our stars,7.7,69.0,2014,307166834,461.0
1705,cars 2,6.2,57.0,2011,559852396,
1706,my big fat greek wedding,6.6,62.0,2002,368744044,410.0
1707,maybe i do,4.9,42.0,2023,4393504,584.0
1708,star trek beyond,7.0,68.0,2016,343471816,473.0
1709,thelma & louise,7.6,89.0,1991,45361000,717.0
1710,the evil dead,7.4,71.0,1981,29612367,768.0
1711,john carter,6.6,51.0,2012,284139100,42.0
1712,terminator 3 rise of the machines,6.3,66.0,2003,435000000,455.0
1713,the conjuring 2,7.3,65.0,2016,321834351,354.0
1714,carrie,5.8,53.0,2013,82394288,494.0
1715,scary movie 2,5.3,29.0,2001,141220678,480.0
1716,the sum of all fears,6.4,45.0,2002,193921372,688.0
1717,witness for the prosecution,8.4,76.0,1957,9000000,89.0
1718,moonrise kingdom,7.8,84.0,2012,68263166,898.0
1719,hard candy,7.0,58.0,2005,7022209,207.0
1720,alien resurrection,6.2,63.0,1997,162000000,373.0
1721,knight and day,6.3,46.0,2010,261989769,351.0
1722,blow,7.5,52.0,2001,83282296,840.0
1723,the bourne ultimatum,8.0,85.0,2007,442824138,656.0
1724,poseidon,5.7,50.0,2006,181674817,908.0
1725,original sin,6.0,33.0,2001,35402320,576.0
1726,bill & teds excellent adventure,6.9,50.0,1989,40485039,816.0
1727,after hours,7.6,90.0,1985,10609321,548.0
1728,the monuments men,6.1,52.0,2014,154984035,283.0
1729,night at the museum battle of the smithsonian,6.0,42.0,2009,413106170,797.0
1730,charlies angels,5.6,52.0,2000,264105545,565.0
1731,young guns,6.8,50.0,1988,44726644,152.0
1732,spy kids,5.6,71.0,2001,147934180,734.0
1733,about a boy,7.1,75.0,2002,129000000,
1734,back to school,6.7,68.0,1986,91258000,15.0
1735,bananas,6.9,67.0,1971,11833696,909.0
1736,southpaw,7.3,57.0,2015,91709827,59.0
1737,the little mermaid,7.6,88.0,1989,211343479,
1738,salt,6.4,65.0,2010,293329073,692.0
1739,clash of the titans,5.8,39.0,2010,493214993,519.0
1740,truth or dare,5.2,35.0,2018,95330493,378.0
1741,hes just not that into you,6.4,47.0,2009,178866158,483.0
1742,coyote ugly,5.7,27.0,2000,113916474,202.0
1743,the punisher,6.4,33.0,2004,54700105,451.0
1744,the ninth gate,6.7,44.0,1999,58401898,749.0
1745,the karate kid,6.2,61.0,2010,359126022,317.0
1746,flash gordon,6.5,58.0,1980,27107960,600.0
1747,bad teacher,5.6,47.0,2011,216197492,340.0
1748,"as above, so below",6.2,39.0,2014,41900000,416.0
1749,san andreas,6.1,43.0,2015,473990832,101.0
1750,the witches,5.4,47.0,2020,15360553,740.0
1751,palmer,7.3,53.0,2021,0,254.0
1752,marlowe,5.3,41.0,2022,6262663,617.0
1753,rampage,6.1,45.0,2018,428028233,101.0
1754,the elephant man,8.2,78.0,1980,26010864,199.0
1755,waynes world,7.0,57.0,1992,183097323,666.0
1756,hulk,5.6,54.0,2003,245360480,51.0
1757,desperado,7.1,55.0,1995,25405445,734.0
1758,the apartment,8.3,94.0,1960,25000000,89.0
1759,st. elmos fire,6.4,35.0,1985,37803872,409.0
1760,the florida project,7.6,92.0,2017,11303040,783.0
1761,the island,6.8,50.0,2005,162949164,573.0
1762,father of the bride,6.5,51.0,1991,89325780,130.0
1763,masters of the universe,5.3,35.0,1987,17336370,273.0
1764,the fighter,7.8,79.0,2010,93617009,205.0
1765,death becomes her,6.6,56.0,1992,149022650,740.0
1766,pinocchio,5.1,38.0,2022,84300000,740.0
1767,the jungle book,7.4,77.0,2016,966550600,441.0
1768,missing,7.1,66.0,2023,45100756,
1769,cold mountain,7.2,73.0,2003,173013509,57.0
1770,state of play,7.1,64.0,2009,87812371,491.0
1771,hollow man,5.8,24.0,2000,190213455,663.0
1772,raising arizona,7.3,69.0,1987,29180280,
1773,anna and the apocalypse,6.1,63.0,2017,0,429.0
1774,sex tape,5.1,36.0,2014,126069509,340.0
1775,the lodge,6.0,64.0,2019,2679585,
1776,bridge of spies,7.6,81.0,2015,165478348,829.0
1777,memory,5.7,41.0,2022,13897255,546.0
1778,lucky number slevin,7.7,53.0,2006,56308881,659.0
1779,the strangers,6.1,47.0,2008,82391145,114.0
1780,gosford park,7.2,90.0,2001,87754044,727.0
1781,monsters,6.4,63.0,2010,5639730,269.0
1782,serpico,7.7,83.0,1973,29800000,798.0
1783,draft day,6.8,54.0,2014,28831145,334.0
1784,goldfinger,7.7,87.0,1964,124881062,312.0
1785,the theory of everything,7.7,71.0,2014,123726688,352.0
1786,geostorm,5.3,21.0,2017,221600160,212.0
1787,the lincoln lawyer,7.3,63.0,2011,85412898,100.0
1788,richie rich,5.4,49.0,1994,76,224.0
1789,greenland,6.4,64.0,2020,52300000,711.0
1790,the bodyguard,6.3,39.0,1992,411006740,596.0
1791,we can be heroes,4.7,51.0,2020,0,734.0
1792,birth,6.2,51.0,2004,0,450.0
1793,the remains of the day,7.8,86.0,1993,23237911,350.0
1794,occupied city,7.1,75.0,2023,0,822.0
1795,the man in the iron mask,6.5,48.0,1998,182968902,702.0
1796,we were soldiers,7.2,65.0,2002,114660784,702.0
1797,doctor zhivago,7.9,69.0,1965,111858363,197.0
1798,dragged across concrete,6.9,60.0,2018,660132,761.0
1799,drag me to hell,6.6,83.0,2009,90810892,768.0
1800,transformers age of extinction,5.6,32.0,2014,1104054072,573.0
1801,annette,6.3,67.0,2021,3642692,514.0
1802,"definitely, maybe",7.1,59.0,2008,55447968,5.0
1803,the fly,7.6,79.0,1986,60629159,189.0
1804,the mighty ducks,6.5,46.0,1992,50752337,816.0
1805,american made,7.1,65.0,2017,133511855,226.0
